input,output,reaction,name,schemaClass,module
R-HSA-8950046,R-HSA-8950052,R-HSA-447252,IL12RB1:TYK2 binds IL12RB2:JAK2,Reaction,Immune System
STAT4,R-HSA-8950602,R-HSA-8950778,p-Y693-STAT4 dimerizes,Reaction,Immune System
R-HSA-8950116,R-HSA-8950052,R-HSA-8950128,Interleukin-12 dissociates from Interleukin-12 receptor,Reaction,Immune System
R-HSA-8950116,R-HSA-447102,R-HSA-8950128,Interleukin-12 dissociates from Interleukin-12 receptor,Reaction,Immune System
STAT4,R-HSA-8950379,R-HSA-8950448,STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,Reaction,Immune System
R-HSA-8950686,R-HSA-8950379,R-HSA-8950448,STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,Reaction,Immune System
R-ALL-113592,R-HSA-8952795,R-HSA-8950354,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,BlackBoxEvent,Immune System
R-HSA-8950379,R-ALL-29370,R-HSA-8950354,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,BlackBoxEvent,Immune System
R-HSA-8950379,R-HSA-8952795,R-HSA-8950354,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,BlackBoxEvent,Immune System
R-HSA-8950052,R-HSA-8950116,R-HSA-447226,Interleukin-12 binds Interleukin-12 receptor,Reaction,Immune System
R-HSA-447102,R-HSA-8950116,R-HSA-447226,Interleukin-12 binds Interleukin-12 receptor,Reaction,Immune System
IL12B,R-HSA-8950116,R-HSA-8951201,Negative regulation by 'IL12B [extracellular region]',NegativeRegulation,Immune System
R-HSA-8950640,R-HSA-8950116,R-HSA-8951224,Negative regulation by '2xIL12B [extracellular region]',NegativeRegulation,Immune System
R-HSA-8950116,R-HSA-8950227,R-HSA-8950423,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",Reaction,Immune System
R-HSA-8950116,R-ALL-29370,R-HSA-8950423,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",Reaction,Immune System
R-ALL-113592,R-HSA-8950227,R-HSA-8950423,"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",Reaction,Immune System
R-HSA-8983989,R-ALL-29370,R-HSA-8984012,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor are phosphorylated",BlackBoxEvent,Immune System
R-HSA-8983989,R-HSA-8985392,R-HSA-8984012,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor are phosphorylated",BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8985392,R-HSA-8984012,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor are phosphorylated",BlackBoxEvent,Immune System
R-HSA-8950039,R-HSA-8983989,R-HSA-8984001,IL35 binds IL27RA:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8950163,R-HSA-8983989,R-HSA-8984001,IL35 binds IL27RA:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-622267,R-HSA-8983989,R-HSA-8984001,IL35 binds IL27RA:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8950589,R-HSA-622267,R-HSA-448627,Interleukin-35 translocates from the ER lumen to the extracellular region,BlackBoxEvent,Immune System
R-HSA-8950383,R-HSA-8950589,R-HSA-8950740,CANX dissociates from IL12A:EBI3,BlackBoxEvent,Immune System
R-HSA-8950383,CANX,R-HSA-8950740,CANX dissociates from IL12A:EBI3,BlackBoxEvent,Immune System
R-HSA-8950369,R-HSA-8950383,R-HSA-8950362,EBI3:CANX binds IL12A,BlackBoxEvent,Immune System
IL12A,R-HSA-8950383,R-HSA-8950362,EBI3:CANX binds IL12A,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8984010,R-HSA-8984014,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor phosphorylate STAT1,STAT3",BlackBoxEvent,Immune System
R-HSA-8983998,R-ALL-29370,R-HSA-8984014,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor phosphorylate STAT1,STAT3",BlackBoxEvent,Immune System
R-HSA-8983998,R-HSA-8984010,R-HSA-8984014,"JAK1,JAK2 bound to IL27RA:IL12RB2 receptor phosphorylate STAT1,STAT3",BlackBoxEvent,Immune System
STAT1,R-HSA-8983998,R-HSA-8984021,"STAT1,STAT3 associate with IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
STAT3,R-HSA-8983998,R-HSA-8984021,"STAT1,STAT3 associate with IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8985392,R-HSA-8983998,R-HSA-8984021,"STAT1,STAT3 associate with IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8983877,R-HSA-8983872,JAK2 bound to IL12RB2:IL12RB2 phosphorylate STAT4,BlackBoxEvent,Immune System
R-HSA-8983881,R-HSA-8983877,R-HSA-8983872,JAK2 bound to IL12RB2:IL12RB2 phosphorylate STAT4,BlackBoxEvent,Immune System
R-HSA-8983881,R-ALL-29370,R-HSA-8983872,JAK2 bound to IL12RB2:IL12RB2 phosphorylate STAT4,BlackBoxEvent,Immune System
R-HSA-8983873,R-HSA-8983881,R-HSA-8983876,STAT4 binds IL12RB2:IL12RB2,BlackBoxEvent,Immune System
STAT4,R-HSA-8983881,R-HSA-8983876,STAT4 binds IL12RB2:IL12RB2,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8983873,R-HSA-8983870,JAK2 in IL12RB2:IL12RB2 receptor is phosphorylated,BlackBoxEvent,Immune System
R-HSA-8983520,R-ALL-29370,R-HSA-8983870,JAK2 in IL12RB2:IL12RB2 receptor is phosphorylated,BlackBoxEvent,Immune System
R-HSA-8983520,R-HSA-8983873,R-HSA-8983870,JAK2 in IL12RB2:IL12RB2 receptor is phosphorylated,BlackBoxEvent,Immune System
R-HSA-8950039,R-HSA-8983520,R-HSA-8983519,IL35 binds IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-622267,R-HSA-8983520,R-HSA-8983519,IL35 binds IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
EBI3,EBI3,R-HSA-8984963,EBI3 gene transcription and translation,BlackBoxEvent,Immune System
R-HSA-9015018,EBI3,R-HSA-8984975,Positive regulation by 'p-Y693-STAT4:p-Y701-STAT1:EBI3 gene [nucleoplasm]',PositiveRegulation,Immune System
R-HSA-8950747,R-HSA-8950182,R-HSA-8950522,p-STAT1:p-STAT4 translocates to the nucleus,BlackBoxEvent,Immune System
R-HSA-8952780,R-HSA-8950255,R-HSA-8983983,p-STAT1 and p-STAT4 dissociate from IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8952780,R-HSA-8950747,R-HSA-8983983,p-STAT1 and p-STAT4 dissociate from IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8952780,R-HSA-8950453,JAK1/JAK2 bound to IL12RB2:IL6ST receptor phosphorylates STAT1 and STAT4,BlackBoxEvent,Immune System
R-HSA-8952783,R-ALL-29370,R-HSA-8950453,JAK1/JAK2 bound to IL12RB2:IL6ST receptor phosphorylates STAT1 and STAT4,BlackBoxEvent,Immune System
R-HSA-8952783,R-HSA-8952780,R-HSA-8950453,JAK1/JAK2 bound to IL12RB2:IL6ST receptor phosphorylates STAT1 and STAT4,BlackBoxEvent,Immune System
STAT1,R-HSA-8952783,R-HSA-8983996,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8950255,R-HSA-8952783,R-HSA-8983996,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
STAT4,R-HSA-8952783,R-HSA-8983996,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8950255,R-HSA-8950405,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,BlackBoxEvent,Immune System
R-HSA-6809138,R-ALL-29370,R-HSA-8950405,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,BlackBoxEvent,Immune System
R-HSA-6809138,R-HSA-8950255,R-HSA-8950405,JAK1/JAK2 bound to IL35:IL6ST:IL12RB2 receptor are phosphorylated,BlackBoxEvent,Immune System
R-HSA-8950039,R-HSA-6809138,R-HSA-6809140,IL35 binds IL-12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-1067690,R-HSA-6809138,R-HSA-6809140,IL35 binds IL-12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-622267,R-HSA-6809138,R-HSA-6809140,IL35 binds IL-12RB2:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-9015016,IL12A,R-HSA-8984974,Positive regulation by 'p-Y693-STAT4:p-Y701-STAT1:IL12A gene [nucleoplasm]',PositiveRegulation,Immune System
R-HSA-8983877,R-HSA-8983873,R-HSA-8983878,p-STAT4 dissociates from IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8983877,STAT4,R-HSA-8983878,p-STAT4 dissociates from IL12RB2:IL12RB2 receptor,BlackBoxEvent,Immune System
R-HSA-8983842,R-HSA-8983844,R-HSA-8983835,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST phosphorylate STAT1,BlackBoxEvent,Immune System
R-HSA-8983842,R-ALL-29370,R-HSA-8983835,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST phosphorylate STAT1,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8983844,R-HSA-8983835,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST phosphorylate STAT1,BlackBoxEvent,Immune System
STAT1,R-HSA-8983842,R-HSA-8983841,STAT1 associates with IL6ST:IL6ST,BlackBoxEvent,Immune System
R-HSA-8983843,R-HSA-8983842,R-HSA-8983841,STAT1 associates with IL6ST:IL6ST,BlackBoxEvent,Immune System
R-HSA-8983525,R-ALL-29370,R-HSA-8983834,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST are phosphorylated,BlackBoxEvent,Immune System
R-HSA-8983525,R-HSA-8985441,R-HSA-8983834,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST are phosphorylated,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8985441,R-HSA-8983834,JAK1/JAK2/TYK2 bound to IL6ST:IL6ST are phosphorylated,BlackBoxEvent,Immune System
R-HSA-1067690,R-HSA-8983525,R-HSA-8983518,IL35 binds IL6ST:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-622267,R-HSA-8983525,R-HSA-8983518,IL35 binds IL6ST:IL6ST receptor,BlackBoxEvent,Immune System
R-HSA-8984010,STAT3,R-HSA-8984023,"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8984010,STAT1,R-HSA-8984023,"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8984010,R-HSA-8985392,R-HSA-8984023,"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",BlackBoxEvent,Immune System
R-HSA-8983844,STAT1,R-HSA-8983845,p-STAT1 dissociates from IL6ST:IL6ST,BlackBoxEvent,Immune System
R-HSA-8983844,R-HSA-8983843,R-HSA-8983845,p-STAT1 dissociates from IL6ST:IL6ST,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8950186,R-HSA-8950364,IL23R in IL23:IL23 receptor complex is phosphorylated,Reaction,Immune System
R-HSA-8950239,R-ALL-29370,R-HSA-8950364,IL23R in IL23:IL23 receptor complex is phosphorylated,Reaction,Immune System
R-HSA-8950239,R-HSA-8950186,R-HSA-8950364,IL23R in IL23:IL23 receptor complex is phosphorylated,Reaction,Immune System
STAT4,R-HSA-8950427,R-HSA-8950780,p-Y705-STAT3 binds p-Y693-STAT4,Reaction,Immune System
STAT3,R-HSA-8950427,R-HSA-8950780,p-Y705-STAT3 binds p-Y693-STAT4,Reaction,Immune System
R-HSA-8950547,R-HSA-8952752,R-HSA-8952749,STAT4 binds p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
STAT4,R-HSA-8952752,R-HSA-8952749,STAT4 binds p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8952748,R-HSA-8950269,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-8952752,R-ALL-29370,R-HSA-8950269,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-8952752,R-HSA-8952748,R-HSA-8950269,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor",BlackBoxEvent,Immune System
R-ALL-113592,R-HSA-8950239,R-HSA-8950591,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",BlackBoxEvent,Immune System
R-HSA-447186,R-ALL-29370,R-HSA-8950591,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",BlackBoxEvent,Immune System
R-HSA-447186,R-HSA-8950239,R-HSA-8950591,"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",BlackBoxEvent,Immune System
JAK2,R-HSA-8950151,R-HSA-8950737,IL23R binds JAK2,Reaction,Immune System
IL23R,R-HSA-8950151,R-HSA-8950737,IL23R binds JAK2,Reaction,Immune System
R-HSA-8950151,R-HSA-447186,R-HSA-447130,Interleukin-23 binds interleukin-23 receptor,BlackBoxEvent,Immune System
R-HSA-447217,R-HSA-447186,R-HSA-447130,Interleukin-23 binds interleukin-23 receptor,BlackBoxEvent,Immune System
R-HSA-8950046,R-HSA-447186,R-HSA-447130,Interleukin-23 binds interleukin-23 receptor,BlackBoxEvent,Immune System
R-HSA-8950275,R-HSA-447217,R-HSA-8950741,IL12B:IL23A translocates from ER lumen to extracellular space,BlackBoxEvent,Immune System
R-HSA-8950427,R-HSA-8950501,R-HSA-8950724,p-Y705-STAT3:p-Y693-STAT4 translocates to the nucleus,BlackBoxEvent,Immune System
IL23A,R-HSA-8950275,R-HSA-8950183,IL12B binds IL23A,Reaction,Immune System
IL12B,R-HSA-8950275,R-HSA-8950183,IL12B binds IL23A,Reaction,Immune System
STAT3,R-HSA-8950547,R-HSA-8950583,STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
R-HSA-8950186,R-HSA-8950547,R-HSA-8950583,STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,BlackBoxEvent,Immune System
R-HSA-8952748,STAT4,R-HSA-8952823,"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-8952748,STAT3,R-HSA-8952823,"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",BlackBoxEvent,Immune System
R-HSA-8952748,R-HSA-8950186,R-HSA-8952823,"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",BlackBoxEvent,Immune System
IL17RB,R-HSA-448378,R-HSA-447219,IL17RA and IL17RB bind IL25 dimer,BlackBoxEvent,Immune System
R-HSA-448361,R-HSA-448378,R-HSA-447219,IL17RA and IL17RB bind IL25 dimer,BlackBoxEvent,Immune System
IL17RA,R-HSA-448378,R-HSA-447219,IL17RA and IL17RB bind IL25 dimer,BlackBoxEvent,Immune System
IL17RE,R-HSA-6787823,R-HSA-5678544,IL17RA:IL17RE binds IL17C dimer,BlackBoxEvent,Immune System
IL17RA,R-HSA-6787823,R-HSA-5678544,IL17RA:IL17RE binds IL17C dimer,BlackBoxEvent,Immune System
R-HSA-448410,R-HSA-6787823,R-HSA-5678544,IL17RA:IL17RE binds IL17C dimer,BlackBoxEvent,Immune System
IL17RA,R-HSA-448403,R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
IL17RC,R-HSA-448403,R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
R-HSA-448396,R-HSA-448403,R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
R-HSA-448390,R-HSA-448403,R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
R-HSA-447142,R-HSA-448403,R-HSA-447246,"IL17RA and IL17RC bind IL17A dimer,IL17F dimer,IL17A:IL17F",BlackBoxEvent,Immune System
RAP1GAP2,R-ALL-29370,R-HSA-913996,PKA/PKG phosphorylate Rap1GAP2,Reaction,Immune System
RAP1GAP2,RAP1GAP2,R-HSA-913996,PKA/PKG phosphorylate Rap1GAP2,Reaction,Immune System
R-ALL-113592,RAP1GAP2,R-HSA-913996,PKA/PKG phosphorylate Rap1GAP2,Reaction,Immune System
RAP1GAP2,R-HSA-913992,R-HSA-913993,14-3-3 proteins beta and zeta bind and inhibit Rap1Gap2,Reaction,Immune System
YWHAB,R-HSA-913992,R-HSA-913993,14-3-3 proteins beta and zeta bind and inhibit Rap1Gap2,Reaction,Immune System
YWHAZ,R-HSA-913992,R-HSA-913993,14-3-3 proteins beta and zeta bind and inhibit Rap1Gap2,Reaction,Immune System
R-HSA-354126,R-ALL-111294,R-HSA-392513,Rap1 signal termination by Rap1GAPs,Reaction,Immune System
R-HSA-354126,R-HSA-354074,R-HSA-392513,Rap1 signal termination by Rap1GAPs,Reaction,Immune System
R-HSA-913992,R-ALL-111294,R-HSA-5603461,"Negative regulation by 'RAP1GAP2:14-3-3beta, zeta [cytosol]'",NegativeRegulation,Immune System
R-HSA-913992,R-HSA-354074,R-HSA-5603461,"Negative regulation by 'RAP1GAP2:14-3-3beta, zeta [cytosol]'",NegativeRegulation,Immune System
R-HSA-354126,R-HSA-430243,R-HSA-392835,Rap1 sequesters Raf1 to inhibit ERK cascade,Reaction,Immune System
RAF1,R-HSA-430243,R-HSA-392835,Rap1 sequesters Raf1 to inhibit ERK cascade,Reaction,Immune System
LILRB2,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRB1,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA1,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA4,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA6,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRB3,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRB4,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA5,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA2,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRB5,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
LILRA3,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
R-HSA-199592,R-HSA-198896,R-HSA-199043,LILRs interact with MHC Class I,Reaction,Immune System
R-HSA-199562,R-HSA-198906,R-HSA-199169,MHC Class I interacts with CD160,Reaction,Immune System
R-HSA-167755,R-HSA-198906,R-HSA-199169,MHC Class I interacts with CD160,Reaction,Immune System
CD160,R-HSA-198906,R-HSA-199169,MHC Class I interacts with CD160,Reaction,Immune System
PILRA,R-HSA-8862083,R-HSA-8862084,"PILRA,PILRB bind CD99",Reaction,Immune System
PILRB,R-HSA-8862083,R-HSA-8862084,"PILRA,PILRB bind CD99",Reaction,Immune System
CD99,R-HSA-8862083,R-HSA-8862084,"PILRA,PILRB bind CD99",Reaction,Immune System
R-HSA-198920,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
ULBP3,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
RAET1E,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
MICA,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
ULBP1,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
MICB,R-HSA-198915,R-HSA-198983,NKG2D homodimer interacting with ligands,Reaction,Immune System
GLYCAM1,R-HSA-198924,R-HSA-199046,Ligands bind L-selectin,Reaction,Immune System
MADCAM1,R-HSA-198924,R-HSA-199046,Ligands bind L-selectin,Reaction,Immune System
CD34,R-HSA-198924,R-HSA-199046,Ligands bind L-selectin,Reaction,Immune System
SELL,R-HSA-198924,R-HSA-199046,Ligands bind L-selectin,Reaction,Immune System
R-HSA-199562,R-HSA-199560,R-HSA-199558,KIR2DL1 interacting with HLA-C group 2 (Cw3),Reaction,Immune System
KIR2DL1,R-HSA-199560,R-HSA-199558,KIR2DL1 interacting with HLA-C group 2 (Cw3),Reaction,Immune System
NECTIN2,R-HSA-198195,R-HSA-199112,CRTAM binds to NECL2,Reaction,Immune System
CRTAM,R-HSA-198195,R-HSA-199112,CRTAM binds to NECL2,Reaction,Immune System
KIR3DL1,R-HSA-199565,R-HSA-199566,KIR3DL1 interacting with HLA Bw4,Reaction,Immune System
R-HSA-199567,R-HSA-199565,R-HSA-199566,KIR3DL1 interacting with HLA Bw4,Reaction,Immune System
PILRA,R-HSA-8862077,R-HSA-8862090,"PILRA binds PIANP, COLLEC12 trimer, NPDC1, CLEC4G",Reaction,Immune System
PIANP,R-HSA-8862077,R-HSA-8862090,"PILRA binds PIANP, COLLEC12 trimer, NPDC1, CLEC4G",Reaction,Immune System
R-HSA-2187243,R-HSA-8862077,R-HSA-8862090,"PILRA binds PIANP, COLLEC12 trimer, NPDC1, CLEC4G",Reaction,Immune System
NPDC1,R-HSA-8862077,R-HSA-8862090,"PILRA binds PIANP, COLLEC12 trimer, NPDC1, CLEC4G",Reaction,Immune System
CLEC4G,R-HSA-8862077,R-HSA-8862090,"PILRA binds PIANP, COLLEC12 trimer, NPDC1, CLEC4G",Reaction,Immune System
R-HSA-8850284,R-HSA-8850222,R-HSA-8850326,TCR binds self-lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8850309,R-HSA-8850222,R-HSA-8850326,TCR binds self-lipid-based antigen via CD1,Reaction,Immune System
R-HSA-8850279,R-HSA-8850222,R-HSA-8850326,TCR binds self-lipid-based antigen via CD1,Reaction,Immune System
R-HSA-198901,R-HSA-8850222,R-HSA-8850326,TCR binds self-lipid-based antigen via CD1,Reaction,Immune System
KLRC1,R-HSA-198914,R-HSA-199062,KLRC1:KLRD1 heterodimer interacts with HLA-E,Reaction,Immune System
KLRD1,R-HSA-198914,R-HSA-199062,KLRC1:KLRD1 heterodimer interacts with HLA-E,Reaction,Immune System
R-HSA-198912,R-HSA-198914,R-HSA-199062,KLRC1:KLRD1 heterodimer interacts with HLA-E,Reaction,Immune System
PVR,R-HSA-198197,R-HSA-199131,PVR binds CD226,Reaction,Immune System
CD226,R-HSA-198197,R-HSA-199131,PVR binds CD226,Reaction,Immune System
R-HSA-199581,R-HSA-199578,R-HSA-199579,KIR2DL4 interacting with HLA-G,Reaction,Immune System
KIR2DL4,R-HSA-199578,R-HSA-199579,KIR2DL4 interacting with HLA-G,Reaction,Immune System
KIR3DL2,R-HSA-199573,R-HSA-199576,KIR3DL2 interacting with HLA-A3,Reaction,Immune System
R-HSA-199571,R-HSA-199573,R-HSA-199576,KIR3DL2 interacting with HLA-A3,Reaction,Immune System
R-HSA-199562,R-HSA-199588,R-HSA-199583,KIR2DS2 interacting with HLA-C group 1 (Cw3),Reaction,Immune System
R-HSA-199584,R-HSA-199588,R-HSA-199583,KIR2DS2 interacting with HLA-C group 1 (Cw3),Reaction,Immune System
R-HSA-199000,R-HSA-198991,R-HSA-199518,C3d-complexed antigen binds to complement receptor,Reaction,Immune System
R-HSA-198931,R-HSA-198991,R-HSA-199518,C3d-complexed antigen binds to complement receptor,Reaction,Immune System
R-HSA-198911,R-HSA-199585,R-HSA-199587,KIR2DS1 interacting with HLA-C group 2 (Cw4),Reaction,Immune System
R-HSA-199586,R-HSA-199585,R-HSA-199587,KIR2DS1 interacting with HLA-C group 2 (Cw4),Reaction,Immune System
KLRG1,R-HSA-198192,R-HSA-199079,Epithelial cadherin binds to KLRG1,Reaction,Immune System
CDH1,R-HSA-198192,R-HSA-199079,Epithelial cadherin binds to KLRG1,Reaction,Immune System
PVR,R-HSA-198194,R-HSA-199014,CD96 binds PVR,Reaction,Immune System
CD96,R-HSA-198194,R-HSA-199014,CD96 binds PVR,Reaction,Immune System
R-HSA-198904,R-HSA-198897,R-HSA-198955,TCR complex interacts with peptide antigen-presenting MHC Class I,Reaction,Immune System
R-HSA-198898,R-HSA-198897,R-HSA-198955,TCR complex interacts with peptide antigen-presenting MHC Class I,Reaction,Immune System
CD226,R-HSA-198190,R-HSA-199144,Nectin 2 binds CD226,Reaction,Immune System
NECTIN2,R-HSA-198190,R-HSA-199144,Nectin 2 binds CD226,Reaction,Immune System
R-HSA-198911,R-HSA-198909,R-HSA-198958,KIR2DL2/3 interacting with HLA-C group 1 (Cw4),Reaction,Immune System
KIR2DL2,R-HSA-198909,R-HSA-198958,KIR2DL2/3 interacting with HLA-C group 1 (Cw4),Reaction,Immune System
KIR2DL3,R-HSA-198909,R-HSA-198958,KIR2DL2/3 interacting with HLA-C group 1 (Cw4),Reaction,Immune System
R-HSA-5685225,R-HSA-5685592,R-HSA-5685606,CLEC2D binds KLRB1,Reaction,Immune System
R-HSA-5685598,R-HSA-5685592,R-HSA-5685606,CLEC2D binds KLRB1,Reaction,Immune System
TREML1,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
NCR2,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
TREML4,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
TREM1,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
TREM2,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
TREML2,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300LB,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300LD,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300LG,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300A,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300C,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300LF,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
CD300E,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
R-ALL-1602375,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
R-ALL-33625,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
R-ALL-429807,R-HSA-5696352,R-HSA-5696358,"TREM,CD300 binds lipids",Reaction,Immune System
